file,title,file_caption_en,file_caption_nl,depicts_P180,depicts_P180_label_en,depicts_P180_description_en,depicts_P180_label_nl,depicts_P180_description_nl,categories,wikidata_usage,wikidata_label
https://commons.wikimedia.org/entity/M159139211,"File:PORTRET-STUDIE. (Mej. Alida Klein.) van C. E. Moegle , Fotograaf Rotterdam, 1892.jpg","PORTRAIT STUDY. (Miss Alida Klein.) by C. E. Moegle, Photographer Rotterdam, 1892 (1873-1938)","PORTRET-STUDIE. (Mej. Alida Klein.) van C. E. Moegle , Fotograaf Rotterdam, 1892 (1873-1938)",Q25158588,Alida Tartaud-Klein,Dutch actress (1873-1938),Alida Tartaud-Klein,Nederlandse toneelactrice (1873-1938),1892 in Rotterdam; Alida Tartaud-Klein; Lux (Dutch journal); Photographs by Carl Emil Mögle,,
https://commons.wikimedia.org/entity/M149854573,File:1910s Portret van Carel van Basten Batenburg (1860–1922).jpg,"Portrait of Carel van Basten Batenburg, Dutch entrepreneur (1860-1922)","Portret van Carel van Basten Batenburg, Nederlandse ondernemer (1860-1922)",Q126947372,Carel van Basten Batenburg,Dutch entrepreneur (1860-1922),Carel van Basten Batenburg,Nederlandse ondernemer (1860-1922),Carel van Basten Batenburg; History of Tegelen; Klei (tijdschrift); N.V. Tiglia Kleiwarenfabriek; Venlo in the 1910s,Q126947372,Carel van Basten Batenburg
https://commons.wikimedia.org/entity/M150977952,File:1912 Portret van B.M. Blijdenstein (1859-1912).jpg,Portrait of B.M. Bledenstein (1859-1912),Portret van B.M. Blijdenstein (1859-1912),Q121669909,Bernard Marinus Blijdenstein,Dutch civil engineer (1859-1912),Bernard Marinus Blijdenstein,Nederlandse burgerlijk ingenieur (1859-1912),B.M. Blijdenstein; De Ingenieur,Q121669909,Bernard Marinus Blijdenstein
https://commons.wikimedia.org/entity/M151849576,"File:1915 J.S. Meuwsen, de bekende middelstands-voorman.jpg","Portrait of Johannes Sebastianus Meuwsen, hatter (1862-1915)","J.S. Meuwsen, de bekende middelstands-voorman, 1915",Q106689089,Johannes Sebastianus Meuwsen,hatter (1862-1915),Johannes Sebastianus Meuwsen,Nederlands hoeden- en pettenkoopman in Amsterdam (1862-1915),1915 in Bussum; CBG Centrum voor familiegeschiedenis; J.S. Meuwsen; Nederlandse Bond van Verenigingen van de Handeldrijvende en de Industriële Middenstand,,
https://commons.wikimedia.org/entity/M151850503,"File:1915 Panorama, J.S. Meuwsen.jpg","Portrait of Johannes Sebastianus Meuwsen, hatter (1862-1915)","Panorama, J.S. Meuwsen, 1915",Q106689089,Johannes Sebastianus Meuwsen,hatter (1862-1915),Johannes Sebastianus Meuwsen,Nederlands hoeden- en pettenkoopman in Amsterdam (1862-1915),1915 in Bussum; CBG Centrum voor familiegeschiedenis; J.S. Meuwsen; Panorama (Dutch magazine),,
https://commons.wikimedia.org/entity/M149424895,File:1920s Portret van Cor Aafjes (1898-1928).jpg,"Portrait of Cor Aafjes, Dutch camera operator & director (1898-1928)","Portret van Cor Aafjes, Nederlandse cameraman en regisseur (1898-1928)",Q126684808,Cor Aafjes,Dutch camera operator & director (1896-1928),Cor Aafjes,Nederlandse cameraman en regisseur (1896-1928),Cor Aafjes; Filmfabriek Polygoon; Haarlem in the 1920s,Q126684808,Cor Aafjes
https://commons.wikimedia.org/entity/M141588019,"File:1921 H.B.J. van Rijn, burgemeester van Venlo, herdacht tachtigsten geboortedag.jpg","Portrait of Hermanus Bernardus Jacobus van Rijn, Dutch politician (1841-1928)","H.B.J. van Rijn, burgemeester van Venlo, herdacht tachtigsten geboortedag, 21.07.1921",Q1861027,Hermanus Bernardus Jacobus van Rijn,Dutch politician (1841-1928),Hermanus Bernardus Jacobus van Rijn,Nederlands politicus (1841-1928),1921 in Venlo; De Courant; Hermanus Bernardus Jacobus van Rijn; Venlo in the 1920s,,
https://commons.wikimedia.org/entity/M82066483,File:1923 Jos. Schrijnen — MMKB02 000118508 00004 image (cropped).jpg,"Portrait of Joseph Schrijnen, Dutch priest (1869-1938)","Portret van Joseph Schrijnen, Nederlands priester (1869-1938)",Q16070335,Joseph Schrijnen,Dutch priest (1869-1938),Joseph Schrijnen,Nederlands priester (1869-1938),Jos. Schrijnen; Photographs by Toni Arens-Tepe,Q16070335,Joseph Schrijnen
https://commons.wikimedia.org/entity/M82036221,File:1923 Jos. Schrijnen — MMKB02 000118508 00004 image.jpg,"Portrait of Joseph Schrijnen, Dutch priest (1869-1938)","Portret van Joseph Schrijnen, Nederlands priester (1869-1938)",Q16070335,Joseph Schrijnen,Dutch priest (1869-1938),Joseph Schrijnen,Nederlands priester (1869-1938),Jos. Schrijnen; Photographs by Toni Arens-Tepe,,
https://commons.wikimedia.org/entity/M149468957,File:1925 Adriënne Solser en André Boesnach terug uit Afrika.jpg,"Adriënne Solser and André Boesnach return from Africa, 1925 (1873-1943)","Adriënne Solser en André Boesnach terug uit Afrika, 1925 (1873-1943)",Q28064073,Adriënne Solser,"Dutch actress, film director and producer (1873-1943)",Adriënne Solser,Nederlands actrice (1873-1943),Adriënne Solser; André Boesnach; Kunst en amusement,Q126709796,André Boesnach
https://commons.wikimedia.org/entity/M149468281,"File:1925 Adriënne Solser, bekend door haar creatie van Bet, de Jordaanvrouw.jpg","Adriënne Solser, known for her creation of Bet, the Jordan Woman, 1925 (1873-1943)","Adriënne Solser, bekend door haar creatie van Bet, de Jordaanvrouw, 1925 (1873-1943)",Q28064073,Adriënne Solser,"Dutch actress, film director and producer (1873-1943)",Adriënne Solser,Nederlands actrice (1873-1943),Adriënne Solser; Nieuw weekblad voor de cinematografie; Schiedam in the 1920s,Q28064073,Adriënne Solser
https://commons.wikimedia.org/entity/M149876626,"File:1926 M.F.L.H. Welters, directeur Tiglia, Tegelen.jpg","M.F.L.H. Welters, director Tiglia, Tegelen, 1926 (1884-1955)","M.F.L.H. Welters, directeur Tiglia, Tegelen, 1926 (1884-1955)",Q126949070,Marius Welters,"Dutch director, politician & Mayor (1884-1955)",Marius Welters,"Nederlandse regisseur, politicus en burgemeester (1884-1955)",1926 in Venlo; History of Tegelen; Klei (tijdschrift); Marius Welters; N.V. Tiglia Kleiwarenfabriek,Q126949070,Marius Welters
https://commons.wikimedia.org/entity/M160264379,File:1926 Portret van Jos Bardoel.jpg,"Portrait of Jos Bardoelen, 1926 (1894-1972)","Portret van Jos Bardoel, 1926 (1894-1972)",Q101625958,Josephus Hendrikus Bardoel,Dutch politician (1894-1972),Josephus Hendrikus Bardoel,Nederlandse politicus (1894-1972),Josephus Hendrikus Bardoel; Moergestel; Provinciale Noordbrabantsche en 's Hertogenbossche Courant,Q101625958,Josephus Hendrikus Bardoel
https://commons.wikimedia.org/entity/M151880059,File:1927 Haagsche Courant artikel De Nederlandsche Middenstandsbond bestaat 25 jaar.jpg,,"De Nederlandsche Middenstandsbond bestaat 25 jaar, 1927",,,,,,1927 in The Hague; Ed.G. Schürmann; Haagsche Courant; Koninklijke Nederlandse Middenstandsbond,Q129941140,Ed.G. Schürmann
https://commons.wikimedia.org/entity/M110803411,"File:Chris de Moor in z'n Haagsche atelier, 1928.jpg","Portrait of Chris de Moor, Dutch artist and painter (1899-1981)","Chris de Moor in z'n Haagsche atelier, 1928",Q2660400,Chris de Moor,Dutch artist and painter (1899-1981),Chris de Moor,Nederlands kunstschilder (1899-1981),Black and white photographs of men smoking pipe; Chris de Moor; Haagsche Kunstschilders in hun atelier,,
https://commons.wikimedia.org/entity/M147502324,"File:1929 GEORGE BUFF, die gisteren 20 jaar onafgebroken voorzitter was van Pro Patria.jpg","Portrait of George Buff, Dutch sportsperson and athletics competitor (1874-1955)","GEORGE BUFF, die gisteren 20 jaar onafgebroken voorzittere was van Pro Patria, 1929",Q2475656,George Buff,Dutch sportsperson and athletics competitor (1874-1955),George Buff,Nederlands atleet (1874-1955),1929 in Rotterdam; George Buff; Pro-Patria ALO Combinatie; Voorwaarts (newspaper),Q2475656,George Buff
https://commons.wikimedia.org/entity/M160263674,File:1929 Illustratie van Ir. Witteveen door Funke in Voorwaarts.jpg,"Portrait of Willem Gerrit Witteveen, Dutch urban planner (1891-1979)","Illustratie van Ir. Witteveen door Funke in Voorwaarts, 1929",Q2535954,Willem Gerrit Witteveen,Dutch urban planner (1891-1979),Willem Gerrit Witteveen,Nederlands planoloog (1891-1979),1929 in Rotterdam; Drawings by Albert Funke Küpper; Line art in Koninklijke Bibliotheek; Voorwaarts (newspaper); Willem Gerrit Witteveen,,
https://commons.wikimedia.org/entity/M160263101,"File:1929 Illustratie van Jos de Jonge, gemeenteraadslid in Rotterdam.jpg","Portrait of Jos de Jonge, Dutch architect (1887-1965)","Illustratie van Jos de Jonge, gemeenteraadslid in Rotterdam, 1929",Q24412871,Jos de Jonge,Dutch architect (1887-1965),Jos de Jonge,Nederlands architect (1887-1965),1929 in Rotterdam; Drawings by Albert Funke Küpper; Jos de Jonge; Line art in Koninklijke Bibliotheek; Voorwaarts (newspaper),,
https://commons.wikimedia.org/entity/M143112869,"File:1930 Ir. Ringers, ir. dr. Joosting en prof. dr. lterson bij rectoraatsoverdracht aan Technische Hoogeschool te Delft.jpg","Portrait of Gerrit van Iterson, Dutch botanist (1878-1972)","Ir. Ringers, ir. dr. Joosting en prof. dr. Iterson bij rectoraatsoverdracht aan Technische Hoogeschool te Delft, 1930",Q2015358,Johan Ringers,Dutch politician (1885-1965),Johan Ringers,Nederlands politicus (1885-1965),1930 in Delft; Gerrit van Iterson; Images from Rotterdamsch Nieuwsblad; Johan Ringers; Pieter Joosting; Technische Universiteit Delft,,
https://commons.wikimedia.org/entity/M143112869,"File:1930 Ir. Ringers, ir. dr. Joosting en prof. dr. lterson bij rectoraatsoverdracht aan Technische Hoogeschool te Delft.jpg","Portrait of Gerrit van Iterson, Dutch botanist (1878-1972)","Ir. Ringers, ir. dr. Joosting en prof. dr. Iterson bij rectoraatsoverdracht aan Technische Hoogeschool te Delft, 1930",Q15880743,Pieter Joosting,Dutch architect (1867-1942),Pieter Joosting,Nederlands architect (1867-1942),1930 in Delft; Gerrit van Iterson; Images from Rotterdamsch Nieuwsblad; Johan Ringers; Pieter Joosting; Technische Universiteit Delft,,
https://commons.wikimedia.org/entity/M143112869,"File:1930 Ir. Ringers, ir. dr. Joosting en prof. dr. lterson bij rectoraatsoverdracht aan Technische Hoogeschool te Delft.jpg","Portrait of Gerrit van Iterson, Dutch botanist (1878-1972)","Ir. Ringers, ir. dr. Joosting en prof. dr. Iterson bij rectoraatsoverdracht aan Technische Hoogeschool te Delft, 1930",Q3926162,Gerrit van Iterson,Dutch botanist (1878-1972),Gerrit van Iterson,Nederlands botanicus (1878-1972),1930 in Delft; Gerrit van Iterson; Images from Rotterdamsch Nieuwsblad; Johan Ringers; Pieter Joosting; Technische Universiteit Delft,,
https://commons.wikimedia.org/entity/M146190938,File:Augustinus Franciscus van Itterbeek.jpg,"Portrait of Augustinus Franciscus van Itterbeek, university teacher (1904-1968)","Portret van Augustinus Franciscus van Itterbeek, academisch docent (1904-1968)",Q65851130,Augustinus Franciscus van Itterbeek,university teacher (1904-1968),Augustinus Franciscus van Itterbeek,academisch docent (1904-1968),Augustinus Franciscus van Itterbeek; De katholieke encyclopaedie,Q65851130,Augustinus Franciscus van Itterbeek
https://commons.wikimedia.org/entity/M146108306,File:C.H.A.J. Janssens.jpg,Portrait of C.H.A.J. Janssens (1901-1965),Portret van Cornelius Hendricus Antonius Josef‏ Janssens (1901-1965),Q65920463,Cornelius Hendricus Antonius Josef‏ Janssens,1901-1965,Cornelius Hendricus Antonius Josef‏ Janssens,1901-1965,C.H.A.J. Janssens; De katholieke encyclopaedie,Q65920463,Cornelius Hendricus Antonius Josef‏ Janssens
https://commons.wikimedia.org/entity/M146190637,File:E.J.E. Hüffer.jpg,"Portrait of Eduard Julius Emanuel Hüffer, Dutch religious (1888-1980)","Portret van Eduard Julius Emanuel Hüffer, Nederlands religieus (1888-1980)",Q124423864,Eduard Julius Emanuel Hüffer,Dutch religious (1888-1980),Eduard Julius Emanuel Hüffer,Nederlands religieus (1888-1980),De katholieke encyclopaedie; E.J.E. Hüffer,Q124423864,Eduard Julius Emanuel Hüffer
https://commons.wikimedia.org/entity/M146114383,File:Eduard De Jonghe.jpg,"Portrait of Eduard De Jonghe, Belgian civil servant and academic (1878-1950)","Portret van Eduard De Jonghe, Belgisch ambtenaar en academicus (1878-1950)",Q109883782,Eduard De Jonghe,Belgian civil servant and academic (1878-1950),Eduard De Jonghe,Belgisch ambtenaar en academicus (1878-1950),De katholieke encyclopaedie; Eduard De Jonghe,Q109883782,Eduard De Jonghe
https://commons.wikimedia.org/entity/M146188969,File:G.L.L. Kemmerling.jpg,"Portrait of Georges Laure Louis Kemmerling, Dutch volcanologist (1888-1932)","Portret van Georges Laure Louis Kemmerling, Nederlands vulkanoloog (1888-1932)",Q124427514,Georges Laure Louis Kemmerling,Dutch volcanologist (1888-1932),Georges Laure Louis Kemmerling,Nederlands vulkanoloog (1888-1932),De katholieke encyclopaedie; G.L.L. Kemmerling,Q124427514,Georges Laure Louis Kemmerling
https://commons.wikimedia.org/entity/M146174097,File:Henricus Kaag.jpg,"Portrait of Henricus Kaag, Dutch economist & professor (1897-1970)","Portret van Henricus Kaag, Nederlands econoom, hoogleraar en rector (1897-1970)",Q64418436,Henricus Kaag,Dutch economist & professor (1897-1970),Henricus Kaag,"Nederlands econoom, hoogleraar en rector (1897-1970)",De katholieke encyclopaedie; Henricus Kaag,,
https://commons.wikimedia.org/entity/M146190563,File:J.J.H.M. Klessens.jpg,"Portrait of Jacobus Jozef Hubertus Maria Klessens, Dutch scientist (1886-1972)","Portret van Jacobus Jozef Hubertus Maria Klessens, Nederlands wetenschapper (1886-1972)",Q124427609,Jacobus Jozef Hubertus Maria Klessens,Dutch scientist (1886-1972),Jacobus Jozef Hubertus Maria Klessens,Nederlands wetenschapper (1886-1972),De katholieke encyclopaedie; J.J.H.M. Klessens,Q124427609,Jacobus Jozef Hubertus Maria Klessens
https://commons.wikimedia.org/entity/M146189130,File:Jos Keulers.jpg,"Portrait of Jan Jozef Dominicus Keulers, Dutch theologian and Bible translator (1890-1963)","Portret van Jan Jozef Dominicus Keulers, Nederlands theoloog en Bijbelvertaler (1890-1963)",Q93248969,Jan Jozef Dominicus Keulers,Dutch theologian and Bible translator (1890-1963),Jan Jozef Dominicus Keulers,Nederlands theoloog en Bijbelvertaler (1890-1963),De katholieke encyclopaedie; Jos Keulers,Q93248969,Jan Jozef Dominicus Keulers
https://commons.wikimedia.org/entity/M146107250,File:Max Jansen.jpg,"Portrait of Max Jansen, Dutch scientist and sportsman (1905-1993)","Portret van Max Jansen, Nederlands wetenschapper en sportman (1905-1993)",Q124747077,Max Jansen,Dutch scientist and sportsman (1905-1993),Max Jansen,Nederlands wetenschapper en sportman (1905-1993),De katholieke encyclopaedie; Max Jansen,Q124747077,Max Jansen
https://commons.wikimedia.org/entity/M146112731,File:Petrus Adrianus Johannes Geijtenbeek.jpg,"Portrait of Petrus Adrianus Johannes Geijtenbeek, Dutch religious (1896-1976)","Portret van dr. Joannes O.F.M. Cap., Nederlands religieus (1896-1976)",Q124748964,Petrus Adrianus Johannes Geijtenbeek,Dutch religious (1896-1976),dr. Joannes O.F.M. Cap.,Nederlands religieus (1896-1976),De katholieke encyclopaedie; Petrus Adrianus Johannes Geijtenbeek,Q124748964,Petrus Adrianus Johannes Geijtenbeek
https://commons.wikimedia.org/entity/M146189457,File:Philip Kleintjes (1867-1938).jpg,"Portrait of Philip Kleintjes, Dutch jurist (1867-1938)","Portret van Philip Kleintjes, Nederlands hoogleraar (1867-1938)",Q16070582,Philip Kleintjes,Dutch jurist (1867-1938),Philip Kleintjes,Nederlands hoogleraar (1867-1938),De katholieke encyclopaedie; Philip Kleintjes (jurist),Q16070582,Philip Kleintjes
https://commons.wikimedia.org/entity/M146114333,File:Théodore Emile de Jonge Cohen.jpg,"Portrait of Théodore Emile de Jonge-Cohen, dentist (1893-1973)","Portret van Théodore Emile de Jonge-Cohen, tandarts (1893-1973)",Q95270188,Théodore Emile de Jonge-Cohen,dentist (1893-1973),Théodore Emile de Jonge-Cohen,tandarts (1893-1973),De katholieke encyclopaedie; Théodore Emile de Jonge Cohen,Q95270188,Théodore Emile de Jonge-Cohen
https://commons.wikimedia.org/entity/M121589883,"File:W. C Ninaber, de nieuwe burgemeester van Koedijk, 1932.jpg","W.C. Ninaber, the new mayor of Koedijk, 1932 (1883-1963)","W.C. Ninaber, de nieuwe burgemeester van Koedijk, 1932 (1883-1963)",Q113488866,Willem Ninaber,Dutch mayor (1883-1963),Willem Ninaber,Nederlandse burgemeester (1883-1963),Arnhemsche Courant; Mayors of Koedijk; People of Koedijk; Willem Ninaber,Q113488866,Willem Ninaber
https://commons.wikimedia.org/entity/M146159544,File:Wilhelmus Joannes Jurgens.jpg,"Portrait of Wilhelmus Joannes Jurgens, latin catholic priest (1881-1948)","Portret van Wilhelmus Joannes Jurgens, rooms-katholiek priester (1881-1948)",Q124760034,Wilhelmus Joannes Jurgens,latin catholic priest (1881-1948),Wilhelmus Joannes Jurgens,rooms-katholiek priester (1881-1948),De katholieke encyclopaedie; Wilhelmus Joannes Jurgens,Q124760034,Wilhelmus Joannes Jurgens
https://commons.wikimedia.org/entity/M74733109,File:1932-01-04 Installatie Ch.H.A.M. Herculeijns als burgemeester van Hooge en Lage Mierde.jpg,Portrait of Charles Hubertus Alexander Maria Herculeijns,Portret van Charles Hubertus Alexander Maria Herculeijns,Q138727950,Charles Hubertus Alexander Maria Herculeijns,person,Charles Hubertus Alexander Maria Herculeijns,persoon,Charles Hubertus Alexander Maria Herculeijns,Q138727950,Charles Hubertus Alexander Maria Herculeijns
https://commons.wikimedia.org/entity/M126230565,File:MMKB04 000147185 mpeg21 p025 image.jpg,"Portrait of Francis de Erdely, Hungarian-American artist (1904-1959)","Portret van Francis De Erdely, Hongaarse - / Amerikaanse kunstschilder (1904-1959)",Q5482916,Francis de Erdely,Hungarian-American artist (1904-1959),Francis De Erdely,Hongaarse - / Amerikaanse kunstschilder (1904-1959),Chris de Moor; Francis De Erdely,Q5482916,Francis de Erdely
https://commons.wikimedia.org/entity/M155279387,File:1935 Portret van architect W. Overeijnder.jpg,"Portrait of Willem Overeijnder, Dutch architect (1875-1941)","Portret van architect W. Overeijnder, 1935",Q104777274,Willem Overeijnder,Dutch architect (1875-1941),Willem Overeijnder,Nederlands architect (1875-1941),1935 in Rotterdam; Images from Rotterdamsch Nieuwsblad; Willem Overeijnder,Q104777274,Willem Overeijnder
https://commons.wikimedia.org/entity/M149620615,File:Portret van Alfred Russel (1864-1937).jpg,"Portrait of Alfred Russel, Clay products manufacturer (1864-1937)","Portret van Alfred Russel, fabrikant van kleiproducten (1864-1937)",Q126871687,Alfred Russel,Clay products manufacturer (1864-1937),Alfred Russel,fabrikant van kleiproducten (1864-1937),1937 in Venlo; Alfred Russel; History of Tegelen; Limburger Koerier; N.V. Kleiwarenfabriek Alfred Russel,Q126871687,Alfred Russel
https://commons.wikimedia.org/entity/M114255805,"File:In het park van het fraaie buiten Marquette te Heemskerk, 1937.jpg",,"In het park van het fraaie buiten Marquette te Heemskerk, 1937",,,,,,1937 in Heemskerk; Events in Heemskerk; Heemskerk in the 1930s; Marquette estate; Provinciale Geldersche en Nijmeegsche Courant,,
https://commons.wikimedia.org/entity/M147543389,File:1938 Portret van Henri Johan van der Schroeff.jpg,"Portrait of Henri Johan van der Schroeff, Dutch economist and writer (1900-1974)","Portret van Henri Johan van der Schroeff, 1938",Q2153817,Henri Johan van der Schroeff,Dutch economist and writer (1900-1974),Henri Johan van der Schroeff,Nederlands schrijver (1900-1974),1938 in Amsterdam; Henri Johan van der Schroeff; Media from De Amsterdammer; University of Amsterdam,,
https://commons.wikimedia.org/entity/M150312061,File:1939 Mr. P. Geradts uit Roermond tot burgemeester der gemeente Beuningen benoemd.jpg,"Mr. P. Geradts from Roermond appointed mayor of the municipality of Beuningen, 1939 (1909-2001)","Mr. P. Geradts uit Roermond tot burgemeester der gemeente Beuningen benoemd, 1939 (1909-2001)",Q71522028,Pieter Frans Gabriel Alphons Geradts,Dutch politician (1909-2001),Pieter Frans Gabriel Alphons Geradts,Nederlands burgemeester (1909-2001),1939 in Limburg (Netherlands); Pieter Frans Gabriel Alphons Geradts,Q71522028,Pieter Frans Gabriel Alphons Geradts
https://commons.wikimedia.org/entity/M155484774,File:1939 Nieuwe Utrechtsche courant - Gedecoreerden uit Chr. Kring.jpg,"Portrait of Johan Herman Bavinck, Dutch theologian and missionary (1895-1964)","Nieuwe Utrechtsche courant - Gedecoreerden uit Chr. Kring, 1939",Q2029357,Johan Herman Bavinck,Dutch theologian and missionary (1895-1964),Johan Herman Bavinck,Nederlands theoloog en missionaris (1895-1964),Johan Herman Bavinck; Koninklijke onderscheiding; Nieuwe Utrechtsche Courant,,
https://commons.wikimedia.org/entity/M160863285,File:1940 Kunstenares Giselle Kuster in eigen atelier in Venlo.jpg,"Artist Giselle Kuster in her own studio in Venlo, 1940 (1911-1971)","Kunstenares Giselle Kuster in eigen atelier in Venlo, 1940 (1911-1971)",Q28064366,Giselle Kuster,Dutch painter and drawer (1911-1971),Giselle Kuster,Nederlands beeldend kunstenaar (1911-1971),1940 in Venlo; Giselle Kuster; Mooi Limburg,Q28064366,Giselle Kuster
https://commons.wikimedia.org/entity/M147450146,"File:1940 Mr. J.W. DIJCKMEESTER, benoemd tot voorzitter Tan den Octrooiraad.jpg","Mr. J.W. DIJCKMEESTER, appointed chairman of the Patent Council, 1940 (1882-1970)","Mr. J.W. DIJCKMEESTER, benoemd tot voorzitter Tan den Octrooiraad, 1940 (1882-1970)",Q125502536,Jan Willem Dijckmeester,Dutch lawyer & civil servent (1882-1970),Jan Willem Dijckmeester,Nederlandse advocaat & ambtenaar (1882-1970),1940 in The Hague; Images from Rotterdamsch Nieuwsblad; Jan Willem Dijckmeester (1882-1970),Q125502536,Jan Willem Dijckmeester
https://commons.wikimedia.org/entity/M114237659,"File:Aankondiging Gouden huwelijksfeest te Heemskerk, 1941.jpg",,"Aankondiging Gouden huwelijksfeest te Heemskerk, 1941",,,,,,1941 in Heemskerk; Events in Heemskerk; Heemskerk in the 1940s; Nieuwe Haarlemsche courant,,
https://commons.wikimedia.org/entity/M152414635,"File:1941 Portret van schrijfster Elisabeth Zernike, Cliché A P., 1941.jpg","Portrait of writer Elisabeth Zernike, Cliché A P., 1941 (1891-1982)","Portret van schrijfster Elisabeth Zernike, Cliché A P., 1941 (1891-1982)",Q13541826,Elisabeth Zernike,"Dutch writer (1891-1982), editor",Elisabeth Zernike,Nederlands schrijfster (1891-1982),Elisabeth Zernike; History of Leusden,Q13541826,Elisabeth Zernike
https://commons.wikimedia.org/entity/M147382655,"File:1949 Jhr. dr. D.H. van Lennep, wetenschappelijk leider van de Nederlandse Stichting voor Psychotechniek te Utrecht.jpg","Portrait of David Jacob van Lennep, Dutch psychologist (1896-1982)","Jhr. dr. D.H. van Lennep, wetenschappelijk leider van de Nederlandse Stichting voor Psychotechniek te Utrecht, 1949",Q3201597,David Jacob van Lennep,Dutch psychologist (1896-1982),David Jacob van Lennep,psycholoog (1896-1982),1949 in Utrecht (city); David Jacob van Lennep (1896-1982); Het Parool; Nederlandse Stichting voor Psychotechniek,,
https://commons.wikimedia.org/entity/M161021178,File:1949 Portret van Fokke de Haan in actie - Algemeen Handelsblad.jpg,"Portrait of Fokke Cornelis de Haan, Dutch photographer (1893-1962)","Portret van Fokke de Haan in actie - Algemeen Handelsblad, 1949",Q29553605,Fokke Cornelis de Haan,Dutch photographer (1893-1962),Fokke de Haan,Nederlands fotograaf (1893-1962),1949 in Amsterdam; Algemeen Handelsblad; Fokke de Haan,Q29553605,Fokke Cornelis de Haan
https://commons.wikimedia.org/entity/M149467579,File:1952 Cineast Max de Haas maakt film over jongens op de Lagere Technische Scholen in opdracht van het Directoraat Generaal voor Industralisatie.jpg,"Filmmaker Max de Haas makes a film about boys at the Lower Technical Schools on behalf of the Directorate General for Industrialization, 1952 (1898-1983)","Cineast Max de Haas maakt film over jongens op de Lagere Technische Scholen in opdracht van het Directoraat Generaal voor Industralisatie, 1952 (1898-1983)",Q51915047,Max de Haas,"Dutch journalist, director and screenwriter (1898-1983)",Max de Haas,"Nederlands  journalist, regisseur en scenarioschrijver (1898-1983)",1952 in Amsterdam; Het Sieraad; Max de Haas; Nieuwe Tilburgsche Courant,,
https://commons.wikimedia.org/entity/M150203080,File:1953 Jelle Zijlstra en Hendrik Thierry bij ambtsaanvaarding als buitengewoon hoogleraar aan Economische Faculteit van Vrije Universiteit Amsterdam.jpg,"Portrait of Hendrik Thierry, Dutch economist (1902-1976)","Jelle Zijlstra en Hendrik Thierry bij ambtsaanvaarding als buitengewoon hoogleraar aan Economische Faculteit van Vrije Universiteit Amsterdam, 1953",Q380970,Jelle Zijlstra,Prime Minister of the Netherlands (1918-2001),Jelle Zijlstra,Nederlands politicus (1918-2001),1953 in Amsterdam; Hendrik Thierry; Jelle Zijlstra in 1953; Vrije Universiteit Amsterdam,Q2649963,Hendrik Thierry
https://commons.wikimedia.org/entity/M150203080,File:1953 Jelle Zijlstra en Hendrik Thierry bij ambtsaanvaarding als buitengewoon hoogleraar aan Economische Faculteit van Vrije Universiteit Amsterdam.jpg,"Portrait of Hendrik Thierry, Dutch economist (1902-1976)","Jelle Zijlstra en Hendrik Thierry bij ambtsaanvaarding als buitengewoon hoogleraar aan Economische Faculteit van Vrije Universiteit Amsterdam, 1953",Q2649963,Hendrik Thierry,Dutch economist (1902-1976),Hendrik Thierry,Nederlands econoom (1902-1976),1953 in Amsterdam; Hendrik Thierry; Jelle Zijlstra in 1953; Vrije Universiteit Amsterdam,Q2649963,Hendrik Thierry
https://commons.wikimedia.org/entity/M144280320,"File:1953 Piet Bron, die in - Rechter Thomas - de titelrol speelt.jpg","Portrait of Piet Bron, Dutch actor and television actor (1882-1973)","Piet Bron, die in - Rechter Thomas - de titelrol speelt, 1953",Q3155594,Piet Bron,Dutch actor and television actor (1882-1973),Piet Bron,Nederlands acteur (1882-1973),Nieuwe Tilburgsche Courant; Piet Bron; Rechter Thomas,,
https://commons.wikimedia.org/entity/M155408048,File:1953 Portrait of sculptor Reg Butler.jpg,"Portrait of sculptor Reg Butler, 1953","Portret van Reg Butler, Brits beeldhouwer (1913-1981)",Q570353,Reg Butler,British artist (1913-1981),Reg Butler,Brits beeldhouwer (1913-1981),Nieuwe Haarlemsche courant; Reg Butler,Q570353,Reg Butler
https://commons.wikimedia.org/entity/M105188019,"File:A LA SALLE D’ARMES DE VOS, LA HAYE.jpg","Portrait of Jan de Beaufort, fencer (1880-1946)","Portret van Jan de Beaufort, Nederlands schermer (1880-1946)",Q6150295,Jan de Beaufort,fencer (1880-1946),Jan de Beaufort,Nederlands schermer (1880-1946),1912 in sports; Adrianus de Jong; Fencers; Fencers from Belgium; Fencers from the Netherlands; George van Rossem; Hendrik de Iongh; Jacob van Geuns; Jan Daniël Hendrik de Beaufort; Jetze Doorman; Johannes Kolling; Leopold van Humbeek; Olympic fencers; Philibert Bouillet; Pieter Scharroo; Schlingemann (surname); Willem Hubert van Blijenburgh; Willem Molijn,Q1642285; Q2132476; Q6119581; Q8003584; Q8296151; Q8696794; Q12487993; Q106811807,Hendrik de Iongh; Willem Hubert van Blijenburgh; Jacob van Geuns; Willem Molijn; Category:Belgian fencers; Category:Olympic fencers; Johannes Kolling; Leopold van Humbeek
